,lemma_review,nltk_sentiment,sentiment
1491,"['first', 'flight', 'toronto', 'london', 'crewed', 'mixed', 'fleet', 'easy', 'check', 'toronto', 'pearson', 'ba', 'ground', 'staff', 'always', 'great', 'toronto', 'fast', 'track', 'meant', 'lounge', '20', 'min', 'arriving', 'airport', 'lounge', 'remains', 'well', 'run', 'ok', 'food', 'limited', 'average', 'wine', 'list', 'still', 'bathroom', 'seat', 'tatty', 'busy', 'relaxing', 'place', 'easy', 'boarding', 'first', 'improvement', 'prosecco', 'served', 'london', 'used', 'ex', 'london', 'fast', 'drink', 'service', 'take', 'pretzel', 'back', 'offer', 'ok', 'chicken', 'curry', 'served', 'still', 'see', 'biz', 'class', 'food', 'choice', 'white', 'red', 'wine', 'offered', 'reinstates', 'previous', 'one', 'improvement', 'ended', 'morning', 'offering', 'cereal', 'bar', 'c', 'juice', 'remains', 'insult', 'show', 'little', 'ba', 'care', 'entire', 'journey', 'customer', 'experience', 'crew', 'flight', 'great', 'young', 'junior', 'inexperienced', 'sure', 'two', 'woman', 'working', 'side', 'friendly', 'professional', 'request', 'top', 'prosecco', 'missed', 'due', 'short', 'taxi', 'appeared', 'glass', 'without', 'asking', 'soon', 'crew', 'released', 'classy', 'well', 'remembered', 'return', 'flight', 'le', 'good', 'drink', 'served', 'promptly', 'take', 'pre', 'booked', 'meal', 'arrived', 'first', 'wrong', 'tray', 'crew', 'member', 'first', 'flight', 'since', 'qualifying', 'took', 'convincing', 'plastic', 'cutlery', 'etc', 'wtp', 'tray', 'underwhelming', 'snack', 'replacing', 'second', 'meal', 'one', 'fun', 'size', 'piece', 'chocolate', 'customer', 'taking', 'second', 'chocolate', 'made', 'put', 'back', 'really', 'apparently', 'counted', 'exact', 'number', 'passenger', 'cut', 'service', 'leg', 'continues', 'leave', 'troubled', '5', 'hour', 'need', 'something', 'substantial', 'chocolate', 'service', 'reduced', 'yes', 'price', 'reduced', '777', 'direction', 'clean', 'though', 'unless', 'sit', 'first', 'row', 'wtp', 'ife', 'screen', 'tiny', 'mixed', 'fleet', 'generally', 'friendly', 'interested', 'making', 'effort', 'however', 'male', 'crew', 'aloof', 'lacked', 'attention', 'detail', 'officious', 'newer', 'crew', 'miss', 'informal', 'laid', 'back', 'service', 'long', 'haul', 'crew', 'hope', 'relax', 'role', 'soon', 'least', 'cut', 'stopped', 'much', 'left', 'cut', 'admit', 'small', 'thing', 'like', 'choice', 'wine', 'pretzel', 'show', 'ba', 'listened', 'however', 'second', 'meal', 'direction', 'cut', 'east', 'coast', 'u', 'canada', 'route', 'remains', 'sore', 'otherwise', 'ok', 'journey', 'jury', 'remains', 'whether', 'continue', 'loyalty', 'ba', 'one', 'world', 'really', 'depends', 'ba', 'next', 'either', 'value', 'customer', 'offer', 'quality', 'service', 'sink', 'even', 'lower', 'standard', 'great', 'airline', 'point']",1,Positive
1492,"['arrived', 'london', 'heathrow', 'transit', 'british', 'airway', 'flight', 'another', 'ba', 'flight', 'aircraft', 'still', 'boarding', 'bag', 'checked', 'final', 'destination', 'forgot', 'check', 'full', 'journey', 'departure', 'let', 'board', 'made', 'stay', 'overnight', 'never', 'seen', 'level', 'stupidity', 'bad', 'management', 'poor', 'service']",-1,Negative
1493,"['crew', 'outbound', 'inbound', 'flight', 'johannesburg', 'london', 'young', 'unprofessional', 'missing', 'special', 'character', 'wit', 'used', 'make', 'british', 'airway', 'crew', 'special', 'outstanding', 'basically', 'flight', 'rushing', 'service', 'seen', 'next', '8', 'hour', 'breakfast', 'service', 'flight', 'water', 'offered', 'night', 'really', 'shame', 'considered', 'price', 'difference', 'economy', 'premium', 'meal', 'overcooked', 'flight', 'knife', 'could', 'cut', 'best', 'british', 'beef', 'given', 'hot', 'meal', 'club', 'according', 'ba', 'marketing', 'would', 'furious', 'offered', 'quality', 'food', 'business', 'class', 'perfect', 'example', 'unprofessionalism', 'crew', 'got', 'dinner', 'went', 'galley', 'nobody', 'cared', 'answer', 'bell', 'asked', 'bailey', 'young', 'attendant', 'looked', 'coworker', 'asked', 'bailey', 'answer', 'came', 'sorry', 'sir', 'kind', 'wine', 'would', 'like', 'white', 'missing', 'good', 'old', 'ba', 'take', 'business', 'reputable', 'airline', 'future', 'even', 'mean', 'paying', 'hundred']",1,Positive
1494,"['flew', 'valencia', 'london', 'gatwick', 'british', 'airway', 'check', 'bit', 'disorganised', 'check', 'business', 'class', 'problem', 'computer', 'caused', 'delay', 'security', 'bit', 'slow', 'fast', 'track', 'business', 'class', 'lounge', 'quite', 'large', 'refreshment', 'poor', 'note', 'ba', 'lounge', 'one', 'flight', 'day', 'provided', 'local', 'partner', 'boarding', 'disaster', 'called', 'board', 'waited', 'air', 'bridge', '20', 'minute', 'air', 'bridge', 'made', 'glass', 'full', 'people', 'soon', 'became', 'uncomfortable', 'ac', 'ventilation', 'people', 'seemed', 'close', 'passing', 'eventually', 'returned', 'terminal', 'problem', 'plane', 'apparently', 'problem', 'curtain', 'structure', 'divide', 'business', 'economy', 'communication', 'ground', 'staff', 'although', 'ba', 'staff', 'reflects', 'badly', 'airline', 'finally', 'board', 'flight', 'trouble', 'free', 'good', 'service', 'hot', 'meal', 'served', 'pasta', 'chose', 'pleasant', 'plane', 'arrived', '10', 'minute', 'late', 'made', 'lot', 'time', 'initial', 'delay', 'priority', 'baggage', 'worked', 'case', 'carousel', 'soon', 'cleared', 'passport', 'control', 'would', 'nice', 'trip', 'back', 'bar', 'problem', 'valencia', 'airport']",-1,Negative
1495,"['london', 'heathrow', 'edinburgh', 'return', 'possibly', 'last', 'ba', 'flight', 'used', 'economy', 'maybe', 'named', 'economy', 'minus', 'outbound', 'returned', 'club', 'europe', 'checked', 'online', 'however', '4', '5', 'checking', 'kiosk', 'working', 't5', 'end', 'collected', 'boarding', 'pas', 'desk', 'security', 'quick', 'ba', 'oneworld', 'sapphire', 'member', 'used', 'north', 'lounge', 'okay', 'flight', 'boarded', 'time', 'departed', '15', 'min', 'late', 'arrived', '15', 'min', 'late', 'a320', 'seat', '11a', 'exit', 'seat', 'fine', 'however', 'service', 'board', 'return', 'check', 'quick', 'security', 'ba', 'lounge', 'edi', 'year', 'least', 'quiet', 'nice', 'staff', 'pleasant', 'staff', 'boarding', 'gate', '20', 'pretty', 'old', '767', 'departed', '30', 'min', 'late', 'club', 'europe', 'domestic', 'flight', 'new', 'introduction', 'actually', 'replaced', 'ba', 'economy', 'class', 'cynical', 'ploy', 'ba', 'board', 'extract', 'money', 'loyal', 'customer', 'aircraft', 'pretty', 'full', 'people', 'like', 'ba', 'although', 'suspect', 'many', 'passenger', 'transferring', 'lhr', 'service', 'okay', 'food', 'economy', 'standard', 'although', 'included', 'price', 'arrival', 't5', 'around', '30', 'min', 'late', '10', 'min', 'bag', 'fly', '20', '30', 'time', 'year', '90', 'long', 'haul', 'flight', 'supported', 'ba', 'past', 'although', 'used', 'long', 'haul', '17', 'month', 'basically', 'good', 'enough', 'cut', 'back', 'poor', 'service', 'evident', 'expect', 'security', 'comfort', 'service', 'paying', '2500', 'business', 'class', 'ticket', 'qatar', 'cathay', 'even', 'srilankan', 'offer', 'better', 'service', 'reflection', 'fly', 'business', 'class', 'flight', 'actually', 'need', 'frequent', 'flyer', 'status', 'cost', 'loyalty', 'outweighs', 'benefit', 'might', 'fly', 'ba', 'future', 'last', 'resort', 'use', 'mile', 'earned', 'loyalty', 'wallet', 'future', 'bye', 'ba']",1,Positive
1496,"['london', 'valencia', 'a319', 'club', 'europe', 'first', 'time', 'flown', 'british', 'airway', 'since', 'move', 'south', 'terminal', 'check', 'quick', 'progress', 'security', 'also', 'without', 'delay', 'ba', 'lounge', 'busy', 'still', 'plenty', 'seating', 'available', 'refreshment', 'lounge', 'ok', 'nothing', 'special', 'boarding', 'time', 'cabin', 'crew', 'club', 'europe', 'pleasant', 'efficient', 'always', 'find', 'ba', 'meal', 'service', 'surprisingly', 'good', 'relatively', 'short', 'flight', 'three', 'course', 'quite', 'tasty', 'including', 'smoked', 'salmon', 'starter', 'thyme', 'roasted', 'chicken', 'main', 'course', 'chocolate', 'cheesecake', 'washed', 'couple', 'glass', 'champagne', 'note', 'ba', 'longer', 'use', 'miniature', 'bottle', 'pour', 'required', 'proper', 'sized', 'bottle', 'cheese', 'cracker', 'bit', 'sad', 'cracker', 'soft', 'plane', 'landed', 'ahead', 'schedule', 'priority', 'baggage', 'work', 'case', 'last', 'overall', 'good', 'flight']",1,Positive
1497,"['brussels', 'rome', 'via', 'london', 'substantial', 'difference', 'service', 'offered', 'low', 'cost', 'airline', 'free', 'food', 'beverage', 'little', 'leg', 'space', 'choice', 'seets', 'extra', 'payment', 'etc', 'however', 'price', 'paid', 'low', 'cost', 'level', 'well', 'value', 'money', 'ok']",1,Positive
1498,"['awful', 'cost', 'cutting', 'beyond', 'belief', 'dirty', 'aircraft', 'uncomfortable', 'seat', 'inflight', 'entertainment', 'something', 'would', 'existed', '80', 'several', 'year', 'meal', 'choice', 'meat', 'either', 'one', 'meat', 'veg', 'half', 'empty', 'cabin', 'across', 'entire', 'flight', 'ran', 'alcohol', 'ba', 'continuing', 'cost', 'cut', 'cut', 'price', 'reflect', 'would', 'seriously', 'fly', 'someone', 'else', 'enough', 'enough', '15', 'year', 'loyalty', 'silver', 'exec', 'club', 'member', 'advise', 'others', 'can', 'not', 'give', '0', '10', '1', 'purely', 'cabin', 'crew', 'embarrassed', 'budget', 'airway']",-1,Negative
1499,"['london', 'heathrow', 'madrid', 'absolute', 'third', 'world', 'experience', 'got', 'plane', 'check', 'lounge', 'experience', 'great', 'got', 'onboard', 'became', 'obvious', 'clapped', '767', 'aircraft', 'seat', 'missing', 'back', 'occupy', 'cover', 'front', 'beside', 'random', 'bit', 'electrical', 'wiring', 'hanging', 'rail', 'overhead', 'grimy', 'yellowed', 'staining', 'around', 'cabin', 'interior', 'worry', 'going', 'important', 'bit', 'like', 'engine', 'standard', 'applied', 'outside', 'aircraft', 'cabin', 'crew', 'spent', 'much', 'time', 'could', 'galley', 'interacted', 'passenger', 'little', 'possible', 'breakfast', 'service', 'salt', 'infused', 'hot', 'cooked', 'offering', 'one', 'run', 'drink', 'anything', 'else', 'wanted', 'use', 'call', 'button', 'one', 'reason', 'booked', 'cabin', 'actually', 'pound', 'expensive', 'overall', 'ticket', 'routing', 'bought']",1,Positive
1500,"['gatwick', 'alicante', 'wife', 'son', '4', 'flew', 'ba', 'euro', 'club', 'way', 'alicante', 'reason', 'booking', 'club', 'price', 'normal', 'brainer', 'son', 'autism', 'found', 'quite', 'lounge', 'amazing', 'way', 'start', 'trip', 'calm', 'staff', 'ba', 'friendly', 'plane', 'nice', 'touch', 'club', 'euro', 'decent', 'service', 'pay', 'little', 'extra', 'lounge', 'nice', 'start', 'extra', 'service', 'nice', 'plane', 'shame', 'like', 'review', 'point', 'seat', 'would', 'nice', 'slightly', 'legroom']",1,Positive
1501,"['gatwick', 'antigua', 'frequent', 'flyer', 'ba', '15', 'year', 'silver', 'exec', 'club', 'seen', 'steadily', 'decline', 'airline', 'particularly', 'past', '18', 'month', 'alex', 'cruz', 'take', 'partner', 'fly', 'regularly', 'eco', 'prem', 'club', 'depending', 'price', 'seen', 'decline', 'across', 'class', 'recent', 'trip', 'antigua', 'lgw', 'awful', 'pretty', 'empty', 'cabin', 'filthy', 'word', 'awful', 'flight', 'entertainment', 'rockwell', 'changed', '10', 'year', 'easily', 'food', 'choice', 'longer', 'choice', 'meat', 'dish', 'veg', 'alcoholic', 'beverage', 'loaded', 'origin', 'lgw', 'leg', 'halved', 'usually', 'stocked', 'previously', '3', 'hour', 'flight', 'spirit', 'left', 'bearing', 'mind', 'one', 'drink', 'served', 'prior', 'meal', 'service', '1', '5', 'hour', 'flight', 'ba', 'state', 'motto', 'fly', 'serve', 'yes', 'certainly', 'flying', 'certainly', 'serving', 'cabin', 'crew', 'ashamed', 'embarrassed', 'cut', 'evident', 'conversation', 'back', 'aircraft', 'anyone', 'speaks', 'disgusted', 'boss', 'done', 'cheapened', 'brand', 'national', 'carrier', 'cheapened', 'price', 'easyjet', 'ryanair', 'offer', 'superior', 'long', 'haul', 'got', 'point', 'fly', 'virgin', 'others', 'offer', 'money', 'aspect', 'flight', 'stop', 'trying', 'make', 'ba', 'budget', 'want', 'back', 'used', 'say', 'compensation', 'passenger', 'receiving', 'following', 'major', 'glitch', 'fortnight', 'ago', 'one', 'way', 'paying', 'customer', 'back', 'awful', 'attitude', 'decline', 'british', 'airway']",-1,Negative
1502,"['london', 'city', 'milan', 'price', 'ticket', '500', '2', 'hour', 'flight', 'relationship', 'ultra', 'economy', 'service', 'flight', 'aircraft', 'dirty', 'wonder', 'whether', 'ba', 'pay', 'fewer', 'cleaner', 'airline', 'seem', 'filthy', 'aircraft', 'business', 'seat', 'identical', 'economy', 'actually', 'paying', 'place', 'power', 'device', 'forget', 'wifi', 'overhead', 'screen', 'business', 'food', 'awful', 'english', 'breakfast', 'better', 'economy', 'embarrassed', 'flight', 'attendant', 'seemed', 'give', 'business', 'passenger', 'champagne', 'take', 'away', 'try', 'make', 'frill', 'service', 'feel', 'chronic', 'investment', 'year', 'left', 'bare', 'bone', 'airline', 'milking', 'short', 'term', 'profit', 'forgetting', 'business', 'model', '1', 'year']",-1,Negative
1503,"['flown', 'economy', 'premium', 'boston', 'london', 'heathrow', 'geneva', 'often', 'british', 'airway', 'nowadays', 'flight', 'left', 'hour', 'late', 'due', 'plane', 'technical', 'problem', 'consequence', 'connecting', 'flight', 'lhr', 'missed', 'wait', '5', 'hour', 'lhr', 'although', 'earlier', 'flight', 'since', 'late', 'arrival', 'known', 'ba', 'least', '5', 'hour', 'advance', 'least', 'pre', 'book', 'connecting', 'flight', 'lhr', 'long', 'queue', 'rebooking', 'desk', 'little', 'care', 'customer', 'flight', 'lhr', 'left', 'late', 'breakfast', 'board', 'long', 'haul', 'miserable', 'service', 'board', 'short', 'haul', 'equal', 'charter', 'flight', 'although', 'travelling', 'ba', '25', 'year', 'silver', 'gold', 'status', 'avoid', 'flying', 'ba', 'sure', 'let', 'know', 'around', 'airline', 'even', 'shadow', 'used']",-1,Negative
1504,"['gatwick', 'bordeaux', 'awful', 'newish', 'a320', 'cramped', 'seat', 'new', 'buy', 'onboard', 'work', 'take', 'cabin', 'crew', 'entire', 'flight', 'work', 'whole', 'economy', 'cabin', 'people', 'even', 'getting', 'served', 'least', 'easyjet', 'ryanair', 'tee', 'serve', 'promptly', 'ba', 'gone', 'downhill', 'nothing', 'sad', 'customer', 'embarrassed', 'cabin', 'crew', 'ba', 'certainly', 'cutting', 'price', 'flight', 'ryanair', 'easyjet', 'offer', 'many', 'similar', 'route', 'half', 'price', 'ba', 'know', 'taking', 'custom', 'future']",1,Positive
1505,"['london', 'boston', 'return', 'premium', 'economy', 'another', 'disappointing', 'flight', 'experience', 'ba', 'overall', 'low', 'cost', 'experience', 'premium', 'price', 'baggage', 'drop', 't5', 'self', 'service', 'unless', 'fly', 'business', 'first', 'feel', 'like', 'easyjet', 'lounge', 'busy', 'choice', 'food', 'limited', 'plane', '23', 'year', 'old', 'b747', 'seemed', 'original', 'close', 'original', 'configuration', 'screen', 'seat', 'front', 'size', 'iphone', 'choice', 'movie', 'limited', 'cabin', 'crew', 'friendly', 'best', 'operate', 'horrible', 'condition', 'food', 'edible', 'tried', 'beef', 'option', 'could', 'eat', 'found', 'truly', 'shocking', 'snack', 'morning', 'return', 'leg', 'nothing', 'muesli', 'bar', 'premium', 'economy', 'cost', 'saving', 'taken', 'ridiculous', 'level', 'ba', 'even', 'managed', 'find', 'way', 'economise', 'quality', 'sleep', 'mask', 'supplied', 'cotton', 'skin', 'friendly', 'material', 'inside', 'awful', 'full', 'nylon', 'polyester', 'material', 'one', 'instead', 'two', 'strap', 'back', 'taking', 'business', 'elsewhere', 'use', 'ba', 'spent', 'avios']",0,Negative
1506,"['istanbul', 'london', 'reasonably', 'priced', 'airfare', 'check', 'experience', 'quite', 'good', 'friendly', 'staff', 'member', 'istanbul', 'airport', 'took', 'portable', 'phone', 'charger', 'departure', 'lounge', 'bit', 'chaotic', 'due', 'laptop', 'ban', 'checking', 'passenger', 'bag', 'manually', 'board', 'average', 'say', 'least', 'fact', 'surprising', 'bit', 'disappointing', 'british', 'airway', 'passenger', 'pay', 'food', 'drink', 'nice', 'product', 'overpriced', 'also', 'inflight', 'entertainment', 'cabin', 'crew', 'indifferent', 'seat', 'a320', 'also', 'quite', 'hard', 'uncomfortable', 'whole', 'product', 'offering', 'good', 'compared', 'competing', 'airline', 'route', 'wifi', 'many', 'flight', 'food', 'drink', 'ife', 'experience', 'like', 'low', 'cost', 'carrier', 'think', 'bother', 'fly', 'unless']",0,Negative
1507,"['london', 'mumbai', 'terrible', 'customer', 'service', 'benn', 'trying', 'change', 'flight', 'last', 'three', 'day', 'keep', 'blaming', 'travel', 'agent', 'even', 'ticket', 'issued', 'ba', 'meltdown', '27th', 'get', 'india', 'call', 'center', 'might', 'welll', 'hang', 'phone', 'rude', 'keep', 'blaming', 'third', 'party', 'inturpt', 'trying', 'speak', 'awful', 'service', 'agree', 'british', 'airway', 'going', 'downhill', 'silver', 'member', 'many', 'year', 'need', 'look', 'another', 'provider', 'awful', 'customer', 'service', 'ba', 'care', 'look']",-1,Negative
1508,"['frequent', 'flyer', 'british', 'airway', 'held', 'silver', 'membership', 'year', 'instance', 'flew', 'ba', 'short', 'haul', 'business', 'class', 'essentially', 'cabin', 'everyone', 'else', 'get', 'meal', 'onboard', 'something', 'counted', 'seat', 'next', 'left', 'empty', 'fly', 'route', 'around', 'every', 'week', 'ba', 'long', 'haul', 'destination', 'hong', 'kong', 'beijing', 'nyc', 'san', 'francisco', 'several', 'time', 'year', 'experience', 'flight', 'tally', 'flight', 'taken', 'year', 'route', 'aircraft', 'came', 'late', 'common', 'occurrence', 'ba', 'day', 'except', 'nobody', 'business', 'class', 'empty', 'seat', 'next', 'informed', 'overworked', 'tired', 'flight', 'attendant', 'food', 'delivered', 'although', 'might', 'able', 'obtain', 'food', 'voucher', 'get', 'lcy', 'short', 'product', 'exactly', 'economy', 'class', 'added', 'premium', 'least', 'price', 'regular', 'economy', 'ticket', 'complemented', 'slow', 'unfriendly', 'check', 'staff', 'old', 'aircraft', 'good', 'hour', 'spent', 'phone', 'unaccountable', 'disinterested', 'ba', 'customer', 'service', 'work', 'online', 'upgrade', 'gone', 'whole', 'number', 'instance', 'simply', 'add', 'make', 'feel', 'ba', 'much', 'going', 'wrong', 'direction', 'might', 'cheap', 'compete', 'low', 'cost', 'carrier', 'indeed', 'asian', 'airline', 'lower', 'overhead', 'cost']",-1,Negative
1509,"['wife', 'disappointed', 'british', 'airway', 'flight', 'sydney', 'london', 'return', 'flying', 'premium', 'economy', 'food', 'quality', 'cutlery', 'service', 'much', 'lower', 'standard', 'airline', 'air', 'new', 'zealand', 'qantas', 'used', 'toilet', 'allocated', 'cabin', 'located', 'middle', 'economy', 'cabin', 'quite', 'long', 'walk', 'time', 'long', 'line', 'passenger', 'waiting', 'use', 'seat', 'bit', 'comfortable', 'spacious', 'economy', 'class', 'entertainment', 'viewing', 'screen', 'ok', 'film', 'music', 'earphone', 'ba', 'offer', 'priority', 'check', 'airport', 'airline', 'would', 'fly', 'ba', 'premium', 'economy', 'worth', 'paying', 'much', 'expensive', 'fare', 'standard', 'economy', 'fare']",1,Positive
1510,"['london', 'hong', 'kong', 'new', 'b777', '300er', 'upgraded', 'wt', 'gate', 'owing', 'full', 'flight', 'probably', 'emerald', 'oneworld', 'distil', 'difference', 'service', 'product', 'economy', 'route', 'wt', 'receive', 'one', 'amenity', 'pack', 'eyeshade', 'sock', 'toothbrush', 'one', 'welcome', 'drink', 'cava', 'water', 'one', 'glass', 'drinking', 'first', 'meal', 'slightly', 'wider', 'seat', '1', 'inch', 'minor', 'extra', 'recline', '1', 'inch', 'little', 'extra', 'legroom', 'well', 'meaty', 'dish', 'main', 'dinner', 'vegetarian', 'picked', 'vegetarian', 'traditional', 'ba', 'carby', 'pasta', 'wt', 'fine', 'enjoyed', 'ife', 'crew', 'nice', 'flight', 'time', 'pay', 'premium', '50', 'wt', 'experience', 'flight', 'wt', 'route', 'service', 'really', 'premium', 'economy', 'fact', 'inferior', 'economy', 'offered', '5', 'star', 'carrier']",1,Positive
1511,"['london', 'dubai', 'good', 'crew', 'everything', 'else', 'terrible', 'caught', 'shamble', 'ba', 'system', 'collapse', '27th', 'may', 'lucky', 'get', 'ticket', 'flight', 'next', 'day', 'ba', 'staff', 'hung', 'dry', 'appalling', 'senior', 'management', 'flight', 'next', 'day', 'crew', 'excellent', 'ancient', '747', 'faulty', 'ife', 'food', 'ok', 'seat', 'comfy', 'seen', 'better', 'day', 'needed', 'upholstering', 'told', 'luggage', 'would', 'board', 'stuck', 'bowel', 'heathrow', 'day', 'luggage', 'finally', 'turned', 'wednesday', '4', 'day', 'late', 'compensation', 'claim', 'ba', 'rather', 'lot', 'hopefully', 'get', 'paid', 'ba', 'number', 'failure', 'past', '12', 'month', 'simply', 'unreliable', 'moment', 'flying', 'carrier', 'emirate', 'route', 'couple', 'year', 'know', 'ba', 'resolved', 'reliability', 'problem', 'product', 'offering', 'competitive', 'shame', 'really', 'ba', 'used', 'stand', 'something', 'gone', 'dog']",-1,Negative
1512,"['london', 'heathrow', 'vancouver', 'disappointed', 'ba', 'gradual', 'decline', 'today', 'flew', 'upper', 'deck', 'a380', 'ba', 'business', 'class', 'seat', 'best', 'industry', 'almost', 'worst', 'pod', '8', 'abreast', 'upper', 'deck', 'narrow', 'unpleasant', 'aircraft', '3', 'toilet', 'share', '64', 'passenger', 'business', 'class', 'think', 'poor', 'ratio', 'flight', 'attendant', 'initially', 'reasonably', 'friendly', 'though', 'noticed', 'acknowledgement', 'gold', 'card', 'holder', 'interest', 'waned', 'flight', 'progressed', 'took', '2', 'hour', 'get', 'drink', 'almost', '4', 'hour', 'take', 'main', 'course', 'served', 'beef', 'cold', 'vegetable', 'actually', 'inedible', 'suspect', 'left', 'dinner', 'half', 'way', '8', 'hour', 'flight', 'never', 'offered', 'another', 'drink', 'gave', 'suit', 'hung', 'beg', 'reclaim', 'end', 'flight', 'british', 'airway', 'gone', 'one', 'best', 'one', 'worst', 'airline', 'flown', 'recently', 'great', 'shame', 'cabin', 'bad', 'food', 'awful', 'flight', 'attendant', 'unpleasant', 'ife', 'ok']",-1,Negative
1513,"['took', 'long', 'daytime', 'flight', 'tokyo', 'london', '12', 'hour', 'boeing', '787', 'seemed', 'fairly', 'new', 'clean', 'premium', 'economy', 'seat', 'fairly', 'comfortable', 'day', 'flight', 'good', 'recline', 'although', 'unfortunately', 'legrest', 'large', 'entertainment', 'box', 'us', 'much', 'foot', 'space', 'catering', 'really', 'poor', 'seemed', 'affected', 'cost', 'cutting', 'lunch', 'small', 'portion', 'tough', 'beef', 'accompanied', 'tiny', 'salad', 'still', 'frozen', 'nothing', 'nine', 'hour', 'snack', 'available', 'anymore', 'second', 'hot', 'meal', 'small', 'chicken', 'curry', 'served', 'shortly', 'landing', 'choice', 'drink', 'offered', 'shortly', 'takeoff', 'entire', 'remainder', 'flight', 'crew', 'came', 'around', 'twice', 'water', 'juice', 'nothing', 'else', 'offered', 'second', 'meal', 'came', 'minuscule', 'cup', 'water', 'nothing', 'else', 'asked', 'water', 'crew', 'said', 'time', 'landed', 'hungry', 'thirsty', 'would', 'advise', 'anyone', 'using', 'flight', 'bring', 'food', 'drink', 'crew', 'invisible', 'flight', 'ife', 'system', 'good', 'choice', 'although', 'screen', 'seemed', 'smaller', 'airline', 'overall', 'recommended']",1,Positive
1514,"['british', 'airway', 'truly', 'awful', 'flight', 'heathrow', 'miami', 'old', 'tired', 'aircraft', 'old', 'aircraft', 'desperate', 'need', 'refit', 'seat', 'back', 'screen', 'unbelievably', 'small', 'shocked', 'much', 'ba', 'cut', 'back', 'food', 'service', 'bag', 'pretzel', 'first', 'drink', 'serving', 'anymore', 'dinner', 'two', 'choice', 'one', 'vegetarian', 'option', 'chicken', 'breast', 'received', 'laughable', 'seen', 'bigger', 'chicken', 'nugget', 'came', 'inedible', 'salad', 'concoction', 'bread', 'roll', 'food', 'offered', 'two', 'tiny', 'sandwich', 'triangle', 'afternoon', 'tea', 'miniscule', 'scone', 'advice', 'would', 'eat', 'flight', 'otherwise', 'hungry', 'staff', 'miserable', 'return', 'leg', 'kept', 'awake', 'night', 'talking', 'loudly', 'galley', 'unfortunately', 'ba', 'become', 'long', 'haul', 'ryanair', 'scrimping', 'every', 'little', 'thing', 'good']",-1,Negative
1515,"['flew', 'terminal', '5', 'saturday', 'british', 'airway', 'brussels', 'found', 'everyone', 'helpful', 'friendly', 'even', 'nice', 'chat', 'pilot', 'went', 'lift', 'departure', 'got', 'feeling', 'people', 'anxious', 'put', 'disastrous', 'previous', 'day', 'behind', 'used', 'lounge', 'silver', 'card', 'busy', 'well', 'staffed', 'food', 'good', 'aircraft', 'took', 'home', 'made', 'sandwich', 'since', 'really', 'fancy', 'mark', 'spencer', 'price', 'bought', 'bottle', 'water', 'close', 'gate', 'thought', 'expensive', 'enough', 'ba', 'board', 'water', '1', '80', 'per', 'bottle', 'notice', 'flight', 'attendant', 'good', 'giving', 'small', 'glass', 'free', 'water', 'like', 'many', 'get', 'used', 'budget', 'airway', 'approach', 'clearly', 'embarrassing', 'staff', 'good', 'return', 'big', 'delay', 'due', 'storm', 'southern', 'england', 'air', 'traffic', 'restriction', 'brussels', 'air', 'traffic', 'delay', 'due', 'system', 'failure', 'time', 'first', 'officer', 'kept', 'u', 'well', 'informed', 'got', 'back', 'london', 'parked', 'good', 'jetty', 'could', 'rush', 'catch', 'delay', 'ba', 'fault', 'cabin', 'crew', 'flight', 'friendly', 'efficient', 'enjoyed', 'flight', 'hope', 'ba', 'make', 'cut', 'perhaps', 'think', 'restoring', 'free', 'food', 'beverage', 'one', 'day']",1,Positive
1516,"['british', 'airway', 'seems', 'going', 'bad', 'worse', 'london', 'heathrow', 'lisbon', 'flight', 'card', 'machine', 'accept', 'american', 'credit', 'card', 'gentleman', 'next', 'pay', 'drink', 'length', 'time', 'took', 'flight', 'attendant', 'reach', 'back', 'plane', 'meant', 'people', 'offered', 'anything', 'eat', 'drink', '30', 'minute', 'landing', 'flight', 'attendant', 'apologetic', 'feel', 'fed', 'seem', 'genuinely', 'embarrassed', 'working', 'ba', 'return', 'flight', 'delayed', '40', 'min', 'seems', 'running', 'theme', 'airline', 'better', 'budget', 'airline', 'anything', 'budget', 'price']",-1,Negative
1517,"['booked', 'gatwick', 'lima', 'return', 'world', 'traveller', 'premium', 'economy', 'bad', 'return', 'club', 'world', 'appalling', 'seat', 'surround', 'grubby', 'equipment', 'maintenance', 'poor', 'service', 'appalling', 'staff', 'rushed', 'almost', 'shouted', 'asking', 'wanted', 'expected', 'u', 'know', 'operate', 'equipment', 'food', 'thrust', 'u', 'served', 'everything', 'rushed', 'politeness', 'service', 'drink', 'choice', 'outlined', 'want', 'flat', 'bed', 'overnight', 'total', 'waste', 'money', 'sad', 'ba', 'going', 'dog', 'business', 'nothing', 'without', 'customer', 'ba', 'great', 'job', 'alienating', 'fly', 'ba', 'long', 'haul']",-1,Negative
